#            BC.SR4
2000-01-01,  55.0  
2000-02-01,  82.0  
2000-03-01,  61.0  
2000-04-01,  75.0  
2000-05-01,  58.0  
2000-06-01,  49.0  
2000-07-01,  57.0  
2000-08-01,  47.0  
2000-09-01,  73.0  
2000-10-01,  38.0  
2000-11-01,  90.0  
2000-12-01,  106.0 
2001-01-01,  69.0  
2001-02-01,  74.0  
2001-03-01,  58.0  
2001-04-01,  52.0  
2001-05-01,  39.0  
2001-06-01,  27.0  
2001-07-01,  80.0  
2001-08-01,  56.0  
2001-09-01,  63.0  
2001-10-01,  28.0  
2001-11-01,  67.0  
2001-12-01,  87.0  
