#            IC.SR3
2000-01-01,  90.0  
2000-02-01,  95.0  
2000-03-01,  100.0 
2000-04-01,  105.0 
2000-05-01,  110.0 
2000-06-01,  115.0 
2000-07-01,  110.0 
2000-08-01,  105.0 
2000-09-01,  100.0 
2000-10-01,  95.0  
2000-11-01,  90.0  
2000-12-01,  85.0  
2001-01-01,  90.0  
2001-02-01,  79.0  
2001-03-01,  120.0 
2001-04-01,  116.0 
2001-05-01,  93.0  
2001-06-01,  97.0  
2001-07-01,  115.0 
2001-08-01,  108.0 
2001-09-01,  115.0 
2001-10-01,  113.0 
2001-11-01,  91.0  
2001-12-01,  101.0 
