#            BC.SR3
2000-01-01,  88.0  
2000-02-01,  66.0  
2000-03-01,  45.0  
2000-04-01,  53.0  
2000-05-01,  77.0  
2000-06-01,  48.0  
2000-07-01,  23.0  
2000-08-01,  39.0  
2000-09-01,  85.0  
2000-10-01,  71.0  
2000-11-01,  89.0  
2000-12-01,  79.0  
2001-01-01,  118.0 
2001-02-01,  45.0  
2001-03-01,  64.0  
2001-04-01,  30.0  
2001-05-01,  50.0  
2001-06-01,  38.0  
2001-07-01,  28.0  
2001-08-01,  45.0  
2001-09-01,  86.0  
2001-10-01,  105.0 
2001-11-01,  97.0  
2001-12-01,  84.0  
